,address,x,y
4516,317 JURONG EAST ST 31,16577.2995956894,36549.0103977062
4517,288B JURONG EAST ST 21,17935.2502263216,35678.4809995666
4518,288D JURONG EAST ST 21,18069.8183827186,35765.2928155418
4519,238 JURONG EAST ST 21,17677.2867646255,35875.6409551185
4520,246 JURONG EAST ST 24,17621.0197633468,35992.5520410705
4521,322 JURONG EAST ST 31,16382.8208084013,36644.331421677
4522,323 JURONG EAST ST 31,16388.9777400419,36723.89544788
4523,286B TOH GUAN RD,18186.4375945032,35638.8282458894
4524,212 BOON LAY PL,14612.2137405192,36805.4606418256
4525,939 JURONG WEST ST 91,11942.1000992106,36122.8354314249
4526,498 JURONG WEST ST 41,15868.2522515832,36717.6398426127
4527,119 HO CHING RD,15913.3332957271,35276.3691711426
4528,481 JURONG WEST ST 41,15970.9279415766,36553.1865622252
4529,535 JURONG WEST ST 52,15056.3513325425,36837.9779604841
4530,423 JURONG WEST AVE 1,15995.511537415,36997.1726932582
4531,435 JURONG WEST ST 42,15799.3360480322,37135.2579893619
4532,449 JURONG WEST ST 42,15215.1252495376,37161.5890164375
4533,917 JURONG WEST ST 91,11810.4332501255,35830.7705156058
4534,938 JURONG WEST ST 91,12024.8728949036,36114.5000221934
4535,158 YUNG LOH RD,15642.4869023897,34575.5304436833
4536,866 JURONG WEST ST 81,12658.5145797506,36965.5231274236
4537,926 JURONG WEST ST 92,11960.0426572785,35854.2238746639
4538,715 JURONG WEST ST 71,12763.5541084688,36211.5307634901
4539,466 JURONG WEST ST 41,15686.1583665321,36885.1919591744
4540,483 JURONG WEST ST 41,15980.9938319735,36609.2379343882
4541,933 JURONG WEST ST 91,12028.9035006873,36028.9923325628
4542,550 JURONG WEST ST 42,15026.1756661749,37212.1215968616
4543,713 JURONG WEST ST 71,12746.0233160509,36172.3908099942
4544,551 JURONG WEST ST 42,15046.2759682667,37164.8816585094
4545,430 JURONG WEST AVE 1,16014.6504375394,37118.0206147786
4546,328 TAH CHING RD,15678.2346624155,35424.0476020072
4547,643 JURONG WEST ST 61,12683.4197426485,35713.6606598049
4548,258 BOON LAY DR,14100.7417497737,36480.4051976893
4549,696 JURONG WEST CTRL 1,13995.2286481829,36029.6709710266
4550,436 JURONG WEST AVE 1,15707.7520001363,37132.6948965006
4551,668D JURONG WEST ST 64,13497.0415479038,35935.3833565563
4552,987D JURONG WEST ST 93,12648.6800275529,35420.0097621754
4553,683A JURONG WEST CTRL 1,13702.5848269071,36084.7771345936
4554,515 JURONG WEST ST 52,15490.2104318514,36470.8767153434
4555,272B JURONG WEST ST 24,13704.2394262375,36959.6240790039
4556,811 JURONG WEST ST 81,12777.0624977257,36496.7384675983
4557,757 JURONG WEST ST 74,13249.2699822206,36866.3522883356
4558,670A JURONG WEST ST 65,13481.4451520573,36249.3486417271
4559,659C JURONG WEST ST 65,13370.4111399688,35398.0392619055
4560,182 YUNG SHENG RD,15686.7984133158,35082.512209313
4561,988B JURONG WEST ST 93,12694.7813146245,35375.1343587115
4562,199 BOON LAY DR,14775.1034374041,36206.0561630074
4563,678C JURONG WEST ST 64,13590.2822836209,36327.7337905001
4564,989A JURONG WEST ST 93,12558.4893360194,35351.098068554
4565,653C JURONG WEST ST 61,12821.8953141356,35290.5184849557
4566,664A JURONG WEST ST 64,13541.1578908712,35708.5409211628
4567,989D JURONG WEST ST 93,12654.700662462,35329.2698580772
4568,553 JURONG WEST ST 42,15271.3593495181,37248.2694088276
4569,640 JURONG WEST ST 61,12716.6164564705,35774.2550141793
4570,426 JURONG WEST AVE 1,15905.3036536667,37077.895892432
4571,987C JURONG WEST ST 93,12616.7449135603,35422.5830856152
4572,637 JURONG WEST ST 61,12937.193086287,35969.5695307665
4573,666B JURONG WEST ST 65,13381.0345968939,35753.6428804845
4574,671A JURONG WEST ST 65,13425.8564865617,36243.7520915382
4575,860 JURONG WEST ST 81,12803.9278455172,36774.8099497221
4576,609 JURONG WEST ST 65,13228.3189984476,35568.0665731039
4577,665B JURONG WEST ST 64,13490.6545795873,35773.9931355845
4578,665A JURONG WEST ST 64,13510.7646885049,35806.5979589857
4579,469 JURONG WEST ST 41,15527.4738006247,36735.4639620595
4580,35 JLN BAHAGIA,30699.6330721807,34329.7543856315
4581,74 WHAMPOA DR,30719.291370905,34105.8726130649
4582,49 DORSET RD,29874.1491835704,32805.746725494
4583,16 UPP BOON KENG RD,32266.0926993964,33079.3106692135
4584,463 CRAWFORD LANE,31201.6077868706,31949.2405750137
4585,15 FARRER PK RD,30041.2951643262,32594.0508431718
4586,50 JLN BAHAGIA,30549.7112086313,34434.2332302183
4587,60 JLN BAHAGIA,30649.0352339838,34464.8495984282
4588,29 JLN BAHAGIA,30851.4687803397,34165.8361826595
4589,16 JLN TENTERAM,30920.3966673324,34483.809887182
4590,43 CAMBRIDGE RD,29793.5467536515,33071.6837729439
4591,11 ST. GEORGE'S RD,31328.8931031693,33907.6705610994
4592,815 JELLICOE RD,31160.2472530166,32139.2491140533
4593,108C MCNAIR RD,30909.560487018,33567.1956072152
4594,38B BENDEMEER RD,31725.650222593,33643.3259728085
4595,13 ST. GEORGE'S RD,31307.3704782547,33937.182601925
4596,14 UPP BOON KENG RD,32158.9582629902,33060.7082691006
4597,104 TOWNER RD,30803.5800477583,33616.4148598257
4598,32 MARINE CRES,36735.0092461398,31724.4870542474
4599,59 MARINE TER,37059.4280637736,32020.9917687215
4600,30 MARINE CRES,36663.4876956223,31839.9823249932
4601,55 MARINE TER,36979.631367581,31972.780651845
4602,45 MARINE CRES,36807.2195446258,31876.193578653
4603,255 PASIR RIS ST 21,42565.964780611,38917.5530391578
4604,750 PASIR RIS ST 71,39276.4912209651,40021.0601929929
4605,423 PASIR RIS DR 6,41517.8154383609,39131.8990650624
4606,414 PASIR RIS DR 6,41669.6369508365,39383.9257947002
4607,104 PASIR RIS ST 12,41953.7499830453,38887.1489100493
4608,252 PASIR RIS ST 21,42383.4406664399,38911.4907857701
4609,640 PASIR RIS DR 1,39920.2061513299,39753.0602311119
4610,752 PASIR RIS ST 71,39269.4186828174,39979.7716969401
4611,753 PASIR RIS ST 71,39258.2711962909,39904.6874836665
4612,186 PASIR RIS ST 11,42035.0566278743,38575.0940492079
4613,629 PASIR RIS DR 3,39936.0159061924,40109.3347698171
4614,147 PASIR RIS ST 13,42322.1049886076,38350.6345819049
4615,557 PASIR RIS ST 51,41222.8061741572,38784.556517547
4616,758 PASIR RIS ST 71,39128.8663038965,39867.9777465835
4617,269 PASIR RIS ST 21,42515.537593307,38593.9062367156
4618,207 PASIR RIS ST 21,42350.3937488701,38756.4618961327
4619,131 PASIR RIS ST 11,41691.7781625334,38662.3487160522
4620,649 PASIR RIS DR 10,39684.4346304713,40046.7678812109
4621,713 PASIR RIS ST 72,39629.8855491439,40493.0250493288
4622,161 PASIR RIS ST 13,42313.5579153663,38421.7822320182
4623,584 PASIR RIS ST 53,40674.2820548974,39662.5629551709
4624,196D PUNGGOL FIELD,36225.8476711279,42393.0268698316
4625,107B EDGEFIELD PLAINS,36227.3754778737,42080.8095909897
4626,638A PUNGGOL DR,37075.7671754044,42444.2670551799
4627,101D PUNGGOL FIELD,36104.47983645,42262.9835953936
4628,117 EDGEFIELD PLAINS,36157.2303033806,41964.7164972983
4629,173B PUNGGOL FIELD,36540.6347320555,42049.0881386958
4630,126B EDGEDALE PLAINS,36656.7299142377,41827.7897082716
4631,105D EDGEFIELD PLAINS,36002.7355831191,42118.1851329114
4632,201A PUNGGOL FIELD,35814.2060285676,42439.969848996
4633,175A PUNGGOL FIELD,36419.4096411886,42143.5096587241
4634,188 PUNGGOL CTRL,36593.5378404288,42313.1900080256
4635,113 C'WEALTH CRES,24064.4421974206,32118.9324261472
4636,18 GHIM MOH RD,22854.3500921559,32495.3562405407
4637,164 STIRLING RD,24571.6102927569,30435.0659536738
4638,82 C'WEALTH CL,24336.454785903,31839.7569798548
4639,61C STRATHMORE AVE,25631.3509107111,30735.617164623
4640,50 STIRLING RD,24713.8692411361,31056.7888329644
4641,30 HOLLAND CL,23978.8595642643,32198.8318821453
4642,45 HOLLAND DR,23505.7849625712,32325.8730871547
4643,146 MEI LING ST,24787.6583781894,30700.0592151247
4644,410 SEMBAWANG DR,26264.2703106636,48251.9316485934
4645,507C WELLINGTON CIRCLE,26901.9942687424,48150.5941666961
4646,413 SEMBAWANG DR,26289.4462509435,48154.9211565759
4647,312 SEMBAWANG DR,26630.1971580368,47351.2861514762
4648,466D SEMBAWANG DR,25799.7975067273,48617.4043854065
4649,414 SEMBAWANG DR,26298.7585593499,48105.6186367422
4650,359C ADMIRALTY DR,25929.5912519088,47862.3992850073
4651,306 CANBERRA RD,26751.1628522826,47574.318543883
4652,353A ADMIRALTY DR,26421.6445150198,48018.6042976882
4653,352A CANBERRA RD,26479.0031613996,48031.5911393166
4654,470 SEMBAWANG DR,25978.9551249454,48133.4431164023
4655,359 ADMIRALTY DR,25970.7966320775,47918.4735700339
4656,504D MONTREAL DR,26949.743344848,48009.8448945396
4657,588A MONTREAL DR,27155.1440313803,47998.6092071086
4658,423 CANBERRA RD,26309.0638392307,48372.8531213142
4659,468A ADMIRALTY DR,25820.0215140674,48015.9199210163
4660,436C FERNVALE RD,32857.8503353437,41580.6443569027
4661,145 RIVERVALE DR,36096.3237347538,41313.7701824084
4662,307A ANCHORVALE RD,34090.0792331798,41258.1096304506
4663,228B COMPASSVALE WALK,35573.679619343,41099.4113531467
4664,120B RIVERVALE DR,35909.8130244473,40860.1563505791
4665,314B ANCHORVALE LINK,34179.5552068148,41440.8144444842
4666,311C ANCHORVALE LANE,33688.7168400334,41498.4585179519
4667,307C ANCHORVALE RD,33987.556184629,41313.8171583191
4668,275B COMPASSVALE LINK,34811.1763524087,40588.1983352713
4669,409B FERNVALE RD,32862.5089715216,41269.2075682897
4670,269B COMPASSVALE LINK,34969.2447529715,40617.1927027702
4671,264E COMPASSVALE BOW,34920.5570364231,40402.4591256026
4672,226B COMPASSVALE WALK,35343.1499079047,41071.7320690062
4673,296A COMPASSVALE CRES,35346.2995337546,42102.6871685497
4674,256 COMPASSVALE RD,35340.7952706469,41753.1548534855
4675,408C FERNVALE RD,32811.7982034776,41241.1816551983
4676,413B FERNVALE LINK,33048.8186418796,41292.70878103
4677,258B COMPASSVALE RD,35131.9276287239,41645.7244264651
4678,303A ANCHORVALE LINK,34394.3237435035,41001.7264299169
4679,320B ANCHORVALE DR,34397.9446418593,41463.0932241678
4680,317B ANCHORVALE RD,34145.4440064002,41751.8014205936
4681,261B SENGKANG EAST WAY,34798.4737876821,41711.126214426
4682,206A COMPASSVALE LANE,35057.97652769,40935.5996026732
4683,258C COMPASSVALE RD,35150.6929311249,41700.2382455915
4684,325B SENGKANG EAST WAY,34383.0649010642,41646.3381401021
4685,318B ANCHORVALE LINK,34187.2432444105,41748.0649590753
4686,225B COMPASSVALE WALK,35304.1352335922,41086.5241839886
4687,259C COMPASSVALE RD,35207.2436947515,41699.4311800729
4688,261A SENGKANG EAST WAY,34799.9860669523,41777.8190226965
4689,261D SENGKANG EAST WAY,34841.271142723,41730.7822733205
4690,224D COMPASSVALE WALK,35252.5386427371,41164.3040638901
4691,250D COMPASSVALE ST,35401.0307678077,41684.1388261244
4692,103 RIVERVALE WALK,35493.9750286238,40574.5186897628
4693,119C RIVERVALE DR,35782.9830899639,40767.8839784656
4694,315B ANCHORVALE RD,34121.288339315,41565.5826752577
4695,311 SERANGOON AVE 2,31673.4013264198,37317.7620963957
4696,112 SERANGOON NTH AVE 1,32259.2775601828,39024.9588885736
4697,5 LOR LEW LIAN,32843.6509885546,36905.2417742684
4698,261 SERANGOON CTRL DR,32363.1675108792,37349.8027548473
4699,524 SERANGOON NTH AVE 4,32400.1190588847,39411.1994575914
4700,226 SERANGOON AVE 4,32177.5974992393,37656.086600842
4701,327 SERANGOON AVE 3,31916.9605876133,36967.9492576588
4702,229 SERANGOON AVE 4,32113.0599227492,37563.1467591506
4703,334 SERANGOON AVE 3,32194.1217298573,36951.8594331425
4704,230 SERANGOON AVE 4,32035.5886552092,37559.5473813303
4705,232 SERANGOON AVE 3,31941.1084758267,37426.5920544472
4706,241 SERANGOON AVE 3,32108.5770830205,37220.3413521275
4707,231 SERANGOON AVE 3,31900.5712311296,37456.5086571407
4708,335 SERANGOON AVE 3,32201.0675964933,36840.0124532785
4709,419 SERANGOON CTRL,32734.3524518479,36813.4507538993
4710,201 SERANGOON CTRL,32482.3665839881,37009.8141771927
4711,510 SERANGOON NTH AVE 4,32725.6607581796,39178.934694523
4712,141 SERANGOON NTH AVE 2,32585.5829812428,38957.7496176977
4713,312 SERANGOON AVE 2,31614.4175919946,37265.2633380182
4714,520 SERANGOON NTH AVE 4,32496.677680173,39338.2671768889
4715,525 SERANGOON NTH AVE 4,32386.7907035947,39350.1757821348
4716,111 TAMPINES ST 11,40697.8410492195,36560.7989298608
4717,204 TAMPINES ST 21,41174.007010893,37143.0144023336
4718,415 TAMPINES ST 41,40647.6099681817,37947.8542850614
4719,878 TAMPINES AVE 8,38913.7876414461,37146.8467830922
4720,267 TAMPINES ST 21,40902.9007366477,36987.4156270977
4721,276 TAMPINES ST 22,41054.1042071627,36619.3178993966
4722,265 TAMPINES ST 21,41011.9176903013,37173.2648911569
4723,212 TAMPINES ST 23,41449.4699073751,37395.7701363601
4724,915 TAMPINES ST 91,39823.9480911195,36747.7318785414
4725,897A TAMPINES ST 81,39336.4969538609,36628.3866716065
4726,264 TAMPINES ST 21,41112.8342958847,37212.1228983849
4727,263 TAMPINES ST 21,41112.6781736249,37267.5392179806
4728,202 TAMPINES ST 21,41231.2440707823,37278.7649472468
4729,231 TAMPINES ST 21,40892.9910593145,37558.9181402177
4730,496E TAMPINES AVE 9,40963.3834021622,38132.6618764587
4731,839 TAMPINES ST 83,39264.3316033306,37035.2063519489
4732,110 TAMPINES ST 11,40908.2328959992,36564.3371663541
4733,343 TAMPINES ST 33,42240.2129004383,37114.1506714523
4734,869 TAMPINES ST 83,39175.6692028306,37404.6415613145
4735,138 SIMEI ST 1,41753.3133971822,36594.3993883189
4736,491B TAMPINES AVE 9,41451.0954494411,38258.9184445273
4737,316 TAMPINES ST 33,41787.3489276366,37081.525417164
4738,227 SIMEI ST 4,41679.8382904604,36019.713863764
4739,159 TAMPINES ST 12,40545.9185324823,37017.0905096754
4740,232 SIMEI ST 4,41781.8491441915,36262.0815652404
4741,503 TAMPINES CTRL 1,40440.3264011862,37543.6496071704
4742,816 TAMPINES AVE 4,39600.4270221153,36648.1412527878
4743,489A TAMPINES ST 45,41789.3238833062,38127.8174553979
4744,494B TAMPINES AVE 9,41286.298687974,38340.3764595427
4745,449 TAMPINES ST 42,41102.645638546,37678.6805913076
4746,496F TAMPINES AVE 9,40989.0790134557,38052.0022097826
4747,372 TAMPINES ST 34,41886.263396902,37614.3544064146
4748,304 TAMPINES ST 32,41701.8946912671,37137.9721799977
4749,405 TAMPINES ST 41,40419.7000112701,37765.5000045467
4750,842H TAMPINES ST 82,39546.4266085289,37080.6675922368
4751,255 SIMEI ST 1,41181.0922313258,36064.8155204039
4752,336 TAMPINES ST 32,42134.3028342407,37178.9881128576
4753,856F TAMPINES ST 82,39689.6408144748,37223.9896127414
4754,55 LOR 5 TOA PAYOH,29989.7665553624,35503.9726344515
4755,234 LOR 8 TOA PAYOH,30737.2154049668,35641.281344898
4756,163 LOR 1 TOA PAYOH,29200.4192795651,34918.0132848043
4757,199 TOA PAYOH NTH,29928.6801949115,36020.7710033618
4758,20 LOR 7 TOA PAYOH,30658.4118315876,35239.4207104705
4759,61 LOR 5 TOA PAYOH,30091.3954574065,35404.1309357733
4760,18 LOR 7 TOA PAYOH,30612.0800840873,35326.7775317617
4761,157 LOR 1 TOA PAYOH,29350.4195069242,34934.1199383195
4762,66 LOR 4 TOA PAYOH,30054.3840998653,35244.5149029344
4763,108 POTONG PASIR AVE 1,31851.7147100363,35212.1046118662
4764,105 POTONG PASIR AVE 1,31937.2287862096,35179.3412750345
4765,143 LOR 2 TOA PAYOH,29187.7655976322,35340.8236317486
4766,12 JOO SENG RD,33076.3711334383,35337.4956972077
4767,62 LOR 4 TOA PAYOH,30234.1859418489,35042.0132838823
4768,12 MARSILING LANE,21913.0720364619,46910.3239130881
4769,1 MARSILING DR,21592.3873497108,46927.6887764186
4770,146 WOODLANDS ST 13,21408.1324516945,46424.2221225444
4771,151 WOODLANDS ST 13,21424.620451537,46347.8039084263
4772,161 WOODLANDS ST 13,21362.4629071429,46116.4931316674
4773,171 WOODLANDS ST 11,21679.9344960824,46187.2629162725
4774,29 MARSILING DR,21278.7817389909,47157.4009193499
4775,840 WOODLANDS ST 82,23446.5245787743,47275.0446721148
4776,30 MARSILING DR,21221.3237530887,47136.4614374097
4777,759 WOODLANDS AVE 6,23851.7620910723,47583.4951003827
4778,549 WOODLANDS DR 44,23678.3629870247,45945.1440478899
4779,734 WOODLANDS CIRCLE,24064.0083966777,47283.7914837822
4780,729 WOODLANDS CIRCLE,24134.2246101294,47139.8789954521
4781,545 WOODLANDS DR 16,23578.992984605,45665.8078483343
4782,601 WOODLANDS DR 42,23904.6680446351,46703.8470786642
4783,644 WOODLANDS RING RD,24419.4299533339,46562.5820400659
4784,897B WOODLANDS DR 50,23624.2642024914,46416.8183013145
4785,756 WOODLANDS AVE 4,23555.6205924023,47493.9486326147
4786,406 WOODLANDS ST 41,21181.9561843546,45694.74506988
4787,880 WOODLANDS ST 82,23473.45261156,47349.8883759882
4788,787E WOODLANDS CRES,24547.791629402,47397.6017661411
4789,795 WOODLANDS DR 72,24753.5719672544,47165.2821574863
4790,892B WOODLANDS DR 50,23142.9786837837,46586.919617733
4791,899B WOODLANDS DR 50,23765.1366956085,46425.8814134113
4792,690F WOODLANDS DR 75,25119.3524689255,47150.4203958735
4793,669 WOODLANDS RING RD,24129.7068714155,46676.2445541285
4794,679 WOODLANDS AVE 6,24516.4222845612,46844.9605654664
4795,401 WOODLANDS ST 41,21262.5074613821,45797.39754433
4796,718 WOODLANDS AVE 6,24348.4791359184,47011.8925818466
4797,541 WOODLANDS DR 16,23519.1448268322,45528.6464218963
4798,10 MARSILING DR,21768.0643314086,46942.5650969334
4799,878 WOODLANDS AVE 9,23401.5648789769,47454.1518941391
4800,688E WOODLANDS DR 75,25176.3245628858,47275.2758287061
4801,503 WOODLANDS DR 14,23378.1285910597,46024.1262326408
4802,629 WOODLANDS RING RD,24425.7888026936,46203.9587058239
4803,787D WOODLANDS CRES,24485.0549374074,47419.2676191535
4804,539 WOODLANDS DR 16,23430.3348093759,45645.6444980334
4805,542 WOODLANDS DR 16,23582.6997532304,45496.8916445505
4806,405 WOODLANDS ST 41,21205.2428273596,45747.1404025573
4807,720 WOODLANDS AVE 6,24407.1448143711,47097.8088589869
4808,833 WOODLANDS ST 83,23242.3110025637,46868.6395420767
4809,893B WOODLANDS DR 50,23162.0359208873,46504.508221766
4810,141 MARSILING RD,21740.6376941269,46562.5222607981
4811,115 MARSILING RISE,22174.0664129751,46663.40660071
4812,850 WOODLANDS ST 82,23411.2019325802,46958.4685312063
4813,805 WOODLANDS ST 81,22879.9065615274,46926.9971832596
4814,228 YISHUN ST 21,28467.8893375266,46337.8429873958
4815,239 YISHUN RING RD,28708.5280409707,46145.1855457611
4816,731 YISHUN ST 72,27754.9160845922,45565.0463964362
4817,287 YISHUN AVE 6,28495.4919225974,46811.9241508879
4818,303 YISHUN CTRL,28751.016844186,45777.3571728468
4819,321 YISHUN CTRL,28913.6518965242,45623.7659518998
4820,718 YISHUN ST 71,27465.1852238011,45395.8332940005
4821,781 YISHUN RING RD,27893.2833269648,44883.6155001353
4822,205 YISHUN ST 21,28332.7483292697,45865.9342781678
4823,742 YISHUN AVE 5,27976.7264676923,45716.6988016851
4824,437 YISHUN AVE 6,29584.9436841737,44828.5047358349
4825,357 YISHUN RING RD,29410.9836235838,45315.5018230695
4826,610 YISHUN ST 61,28309.8693354698,44705.9669830501
4827,353 YISHUN RING RD,29324.0619953629,45320.5344504546
4828,755 YISHUN ST 72,27931.8388964999,45424.5741974022
4829,879 YISHUN ST 81,28311.5127356453,44027.2907759491
4830,222 YISHUN ST 21,28267.8011361565,46193.2634229735
4831,175 YISHUN AVE 7,27905.3695750069,46588.376567129
4832,416 YISHUN AVE 11,29420.4098304128,45054.6698948257
4833,707 YISHUN AVE 5,27376.5377756851,45629.877511831
4834,840 YISHUN ST 81,28010.2204131149,44168.1280674022
4835,240 YISHUN RING RD,28673.3353352305,46046.0629841071
4836,866 YISHUN ST 81,28447.4126227899,44059.4249322023
4837,344 YISHUN AVE 11,29222.4627862107,45640.4518438187
4838,355A YISHUN RING RD,29261.5267368006,45307.2538580429
4839,826 YISHUN ST 81,27903.8059915043,43997.703488918
4840,792 YISHUN RING RD,27895.1178391902,44697.2307954468
4841,328 YISHUN RING RD,29083.7326004449,45723.2765188348
4842,837 YISHUN ST 81,27974.1710628988,44204.3243081421
4843,665 YISHUN AVE 4,28807.426044452,44617.9347014353
4844,452 ANG MO KIO AVE 10,30546.5190865323,38991.2595748827
4845,466 ANG MO KIO AVE 10,30642.3148940951,38650.9214020167
4846,625 ANG MO KIO AVE 9,28878.2510983963,40462.1977132726
4847,461 ANG MO KIO AVE 10,30681.0400854107,38839.8011268731
4848,463 ANG MO KIO AVE 10,30689.7280863849,38775.6867573299
4849,107 ANG MO KIO AVE 4,28452.1435994487,39266.1911774464
4850,215 ANG MO KIO AVE 1,28924.3032907983,38732.5911415778
4851,310C ANG MO KIO AVE 1,29283.8214677107,38517.0017674379
4852,308B ANG MO KIO AVE 1,29236.2423160663,38585.2134534009
4853,414 ANG MO KIO AVE 10,30292.0087780263,38439.1736403704
4854,350 ANG MO KIO ST 32,29861.3673772626,38417.9900471419
4855,305 ANG MO KIO AVE 1,29412.8372046379,38680.2127589714
4856,309A ANG MO KIO ST 31,29333.5783099802,38563.8047571778
4857,307A ANG MO KIO AVE 1,29246.5337634776,38681.4297740608
4858,431 ANG MO KIO AVE 10,30187.9562882576,38916.3639008813
4859,430 ANG MO KIO AVE 3,30163.745745318,39001.8013385199
4860,553 ANG MO KIO AVE 10,30661.5095478445,39400.8376371171
4861,437 ANG MO KIO AVE 10,30217.8438034197,38803.5849395301
4862,520 ANG MO KIO AVE 5,29982.6621752959,39489.7149100341
4863,541 BEDOK NTH ST 3,37975.4806910334,34837.7196185868
4864,127 BEDOK RESERVOIR RD,36664.1977825211,35005.0397007838
4865,105 BEDOK RESERVOIR RD,36435.1194209019,34595.6785691883
4866,109 BEDOK RESERVOIR RD,36522.9678245159,34649.5298221521
4867,110 BEDOK NTH RD,39300.562016624,34963.7402477227
4868,740 BEDOK RESERVOIR RD,37991.2537913686,35617.9665223993
4869,41 BEDOK STH RD,39961.9793588733,33700.8522735499
4870,51 NEW UPP CHANGI RD,40125.1444338746,33963.9329313785
4871,605 BEDOK RESERVOIR RD,36924.2709529502,34716.5030027553
4872,116 BEDOK RESERVOIR RD,36382.6792916078,34805.0469646361
4873,613B BEDOK RESERVOIR RD,37448.9044013228,34998.528754808
4874,136 BEDOK RESERVOIR RD,36928.4551687511,35084.9642792083
4875,61 CHAI CHEE RD,37728.9251718652,34149.4781838078
4876,64 NEW UPP CHANGI RD,39856.6355763832,34051.1296350341
4877,131 BEDOK NTH AVE 3,39410.7197100483,34355.3472371195
4878,128 BEDOK RESERVOIR RD,36683.4240057776,35060.2911506742
4879,61 NEW UPP CHANGI RD,39958.9921510248,33889.2698970996
4880,10F BEDOK STH AVE 2,39538.8665137002,33829.8772119451
4881,407 SIN MING AVE,28099.7196022924,38389.243937647
4882,185 BISHAN ST 13,30131.640888473,36875.3506572153
4883,188 BISHAN ST 13,30051.6688498501,36893.0493764076
4884,150 BISHAN ST 11,30495.193394131,36299.2791919541
4885,148 BISHAN ST 11,30386.599859301,36264.0493171308
4886,116 BISHAN ST 12,29780.3450396052,36658.4777086917
4887,144 BISHAN ST 12,30226.1737946821,36452.872289516
4888,213 BISHAN ST 23,29650.8966218503,37695.3931190521
4889,265 BISHAN ST 24,28975.9611743204,37820.7993081175
4890,224 BISHAN ST 23,29600.3357408615,37890.8086399008
4891,228 BISHAN ST 23,29496.7289168844,37780.6532165743
4892,161 BISHAN ST 13,30570.0239314316,36635.3865665924
4893,301 SHUNFU RD,28557.4184012041,36830.5990498066
4894,238 BT BATOK EAST AVE 5,19254.8752332916,36883.2510852534
4895,327 BT BATOK ST 33,18485.9739502268,38346.604248533
4896,306 BT BATOK ST 31,18451.6502685677,37818.2534680068
4897,129 BT BATOK WEST AVE 6,18285.8431315357,37059.9262747876
4898,364 BT BATOK ST 31,18652.0499577578,38081.0912252665
4899,227 BT BATOK CTRL,19119.3380171275,36723.11332318
4900,531 BT BATOK ST 51,18773.1927499771,37597.247063091
4901,176 BT BATOK WEST AVE 8,17771.6976000573,36462.1392867509
4902,139 BT BATOK WEST AVE 6,18078.7506765891,37023.8252268564
4903,187 BT BATOK WEST AVE 6,18128.1959099667,36516.310774982
4904,247 BT BATOK EAST AVE 5,19450.7093300857,36898.4125301745
4905,290E BT BATOK ST 24,19583.2715969337,36226.2906128019
4906,130 BT BATOK WEST AVE 6,18266.5455061048,37019.1809377018
4907,625 BT BATOK CTRL,18570.1358344955,37054.5395422615
4908,315 BT BATOK ST 32,18344.8854345102,38018.2362762578
4909,389 BT BATOK WEST AVE 5,18966.0260485979,38598.6776211336
4910,402 BT BATOK WEST AVE 7,18087.3619482247,38527.6792224459
4911,214 BT BATOK ST 21,19049.6820943234,36603.2506547961
4912,16 TAMAN HO SWEE,27810.3606442176,30046.2030270826
4913,38 KIM PONG RD,27686.3699374106,29699.3268486615
4914,23 LIM LIAK ST,27822.0221416438,29765.7468213271
4915,24 TELOK BLANGAH CRES,26591.2604540503,28653.825440431
4916,3 DELTA AVE,27334.0260596061,30454.9589806125
4917,101 BT PURMEI RD,27150.2797847893,28217.3926847354
4918,9 JLN RUMAH TINGGI,25205.1037552878,30136.2752194609
4919,112A DEPOT RD,25198.7316485513,29324.678977944
4920,56 HAVELOCK RD,27509.8364928449,30281.4878992997
4921,66 TELOK BLANGAH DR,25363.9418706764,28512.6833503824
4922,72 TELOK BLANGAH HTS,25359.193156979,28732.1749032512
4923,84 TELOK BLANGAH HTS,25399.1080011269,28813.4646282773
4924,126 BT MERAH VIEW,26876.3643995104,29670.7612876892
4925,4B BOON TIONG RD,27847.7215364352,29889.9703191966
4926,74A REDHILL RD,26099.6420813296,30042.0197798572
4927,122 KIM TIAN RD,27507.5816188622,29536.4730798732
4928,216 PETIR RD,21472.4973493377,39626.0226279907
4929,232 PENDING RD,21220.2925834199,39828.7917857505
4930,213 PETIR RD,21561.8721976383,39600.0507305432
4931,173 GANGSA RD,20593.1050920803,40211.2028494682
4932,164 GANGSA RD,20384.1068740748,39828.8739633262
4933,432 BT PANJANG RING RD,21085.6818399699,40908.3016043231
4934,222 PENDING RD,21409.2223715205,39689.7020163387
4935,518 JELAPANG RD,20603.8724732678,40956.255957894
4936,621 SENJA RD,20158.2280804794,40884.7991808616
4937,612 SENJA RD,19955.6734621879,40663.6536340229
4938,522 JELAPANG RD,20527.3258320941,40919.138722945
4939,179 LOMPANG RD,20405.4248268828,40202.0688194856
4940,617 BT PANJANG RING RD,20155.0503356727,40844.0562349483
4941,151 PETIR RD,20527.3308263114,39901.6183403861
4942,607 SENJA RD,20009.3137775715,40497.6352870017
4943,532 JELAPANG RD,20347.8227653783,40774.2136494871
4944,6 FARRER RD,25188.6519559538,33288.0524265934
4945,8 SELEGIE RD,29911.3976302287,31727.4972354956
4946,637 VEERASAMY RD,30471.6515012197,32149.995852476
4947,5 TG PAGAR PLAZA,29078.1458873497,28745.7149225511
